N Time vx wz 
261 170000 0 0
262 170000 0 0
263 170000 0 0
264 170000 0 0
265 170000 0 0
266 170000 0 0
267 170000 0 0
268 170000 0 0
269 170000 0 0
270 170000 0 0
271 170000 0 0
272 180000 0 0
273 180000 0 0
274 180000 0 0
275 180000 0 0
276 180000 0 0
277 180000 0 0
278 180000 0 0
279 180000 0 0
280 180000 0 0
281 180000 0 0
282 180000 0 0
283 180000 0 0
284 180000 0 0
285 180000 0 0
286 180000 0 0
287 180000 0 0
288 180000 0 0
289 180000 0 0
290 180000 0 0
291 180000 0 0
292 180000 0 0
293 180000 0 0
294 180000 0 0
295 180000 0 0
296 180000 0 0
297 180000 0 0
298 180000 0 0
299 180000 0 0
300 180000 0 0
301 190000 0 0
302 190000 0 0
303 190000 0 0
304 190000 0 0
305 190000 0 0
306 190000 0 0
307 190000 0 0
308 190000 0 0
309 190000 0 0
310 190000 0 0
311 190000 0 0
312 190000 0 0
313 190000 0 0
314 190000 0 0
315 190000 0 0
316 190000 0 0
317 190000 0 0
318 190000 0 0
319 190000 0 0
320 190000 0 0
321 190000 0 0
322 190000 0 0
323 190000 0 0
324 190000 0 0
325 190000 0 0
326 190000 0 0
327 190000 0 0
328 190000 0 0
329 200000 0 0
330 200000 0 0
331 200000 0 0
332 200000 0 0
333 200000 0 0
334 200000 0 0
335 200000 0 0
336 200000 0 0
337 200000 0 0
338 200000 0 0
339 200000 0 0
340 200000 0 0
341 200000 0 0
342 200000 0 0
343 200000 0 0
344 200000 0 0
345 200000 0 0
346 200000 0 0
347 200000 0 0
348 200000 0 0
349 200000 0 0
350 200000 0 0
351 210000 0 0
352 210000 0 0
353 210000 0 0
354 210000 0 0
355 210000 0 0
356 210000 0 0
357 210000 0 0
358 210000 0 0
359 210000 0 0
360 210000 0 0
361 210000 0 0
362 220000 0 0
363 220000 0 0
364 220000 0 0
365 220000 0 0
366 220000 0 0
367 220000 0 0
368 220000 0 0
369 220000 0 0
370 220000 0 0
371 220000 0 0
372 220000 0 0
373 220000 0 0
374 220000 0 0
375 220000 0 0
376 220000 0 0
377 220000 0 0
378 220000 0 0
379 220000 0 0
380 220000 0 0
381 220000 0 0
382 220000 0 0
383 230000 0 0
384 230000 0 0
385 230000 0 0
386 230000 0 0
387 230000 0 0
388 230000 0 0
389 230000 0 0
390 230000 0 0
391 230000 0 0
392 230000 0 0
393 230000 0 0
394 230000 0 0
395 230000 0 0
396 230000 0 0
397 230000 0 0
398 230000 0 0
399 230000 0 0
400 230000 0 0
401 230000 0 0
402 230000 0 0
403 230000 0 0
404 230000 0 0
405 230000 0 0
406 230000 0 0
407 230000 0 0
408 240000 0 0
409 240000 0 0
410 240000 0 0
411 240000 0 0
412 240000 0 0
413 250000 0 0
414 250000 0 0
415 250000 0 0
416 250000 0 0
417 250000 0 0
418 250000 0 0
419 250000 0 0
420 250000 0 0
421 250000 0 0
422 250000 0 0
423 250000 0 0
424 250000 0 0
425 250000 0 0
426 250000 0 0
427 250000 0 0
428 250000 0 0
429 250000 0 0
430 250000 0 0
431 250000 0 0
432 250000 0 0
433 250000 0 0
434 250000 0 0
435 260000 0 0
436 260000 0 0
437 260000 0 0
438 260000 0 0
439 260000 0 0
440 260000 0 0
441 260000 0 0
442 260000 0 0
443 260000 0 0
444 260000 0 0
445 260000 0 0
446 260000 0 0
447 260000 0 0
448 260000 0 0
449 260000 0 0
450 260000 0 0
451 260000 0 0
452 260000 0 0
453 260000 0 0
454 260000 0 0
455 260000 0 0
456 260000 0 0
457 260000 0 0
458 260000 0 0
459 260000 0 0
460 260000 0 0
461 260000 0 0
462 260000 0 0
463 260000 0 0
464 270000 0 0
465 270000 0 0
466 270000 0 0
467 270000 0 0
468 270000 0 0
469 270000 0 0
470 270000 0 0
471 270000 0 0
472 270000 0 0
473 270000 0 0
474 270000 0 0
475 270000 0 0
476 270000 0 0
477 270000 0 0
478 270000 0 0
479 270000 0 0
480 270000 0 0
481 270000 0 0
482 270000 0 0
483 270000 0 0
484 270000 0 0
485 270000 0 0
486 280000 0 0
487 280000 0 0
488 280000 0 0
489 280000 0 0
490 280000 0 0
491 290000 0 0
492 290000 0 0
493 290000 0 0
494 290000 0 0
495 290000 0 0
496 290000 0 0
497 290000 0 0
498 290000 0 0
499 290000 0 0
500 290000 0 0
501 290000 0 0
502 290000 0 0
503 290000 0 0
504 290000 0 0
505 290000 0 0
506 290000 0 0
507 290000 0 0
508 290000 0 0
509 300000 0 0
510 300000 0 0
511 300000 0 0
512 300000 0 0
513 300000 0 0
514 300000 0 0
515 300000 0 0
516 300000 0 0
517 300000 0 0
518 300000 0 -0.1
519 300000 0 -0.2
520 300000 0 -0.3
521 300000 0 -0.4
522 300000 0 -0.5
523 300000 0 -0.6
524 300000 0 -0.7
525 300000 0 -0.8
526 300000 0 -0.9
527 300000 0 -1
528 300000 0 -1
529 300000 0 -1
530 300000 0 -1
531 300000 0 -1
532 300000 0 -1
533 300000 0 -1
534 300000 0 -1
535 300000 0 -1
536 300000 0 -1
537 300000 0 -1
538 310000 0 -1
539 310000 0 -1
540 310000 0 -1
541 310000 0 -1
542 310000 0 -1
543 310000 0 -1
544 310000 0 -1
545 310000 0 -1
546 310000 0 -1
547 310000 0 -1
548 310000 0 -1
549 310000 0 -1
550 310000 0 -1
551 310000 0 -1
552 310000 0 -1
553 310000 0 -1
554 310000 0 -1
555 310000 0 -1
556 310000 0 -1
557 310000 0 -1
558 310000 0 -1
559 310000 0 -1
560 310000 0 -1
561 310000 0 -1
562 310000 0 -1
563 310000 0 -1
564 310000 0 -1
565 310000 0 -1
566 310000 0 -1
567 310000 0 -1
568 310000 0 -1
569 310000 0 -1
570 310000 0 -1
571 310000 0 -1
572 310000 0 -1
573 320000 0 -1
574 320000 0 -1
575 320000 0 -1
576 320000 0 -1
577 320000 0 -1
578 320000 0 -1
579 320000 0 -1
580 320000 0 -1
581 320000 0 -1
582 320000 0 -1
583 320000 0 -1
584 320000 0 -1
585 320000 0 -1
586 320000 0 -1
587 320000 0 -1
588 320000 0 -1
589 320000 0 -1
590 320000 0 -1
591 320000 0 -1
592 320000 0 -1
593 320000 0 -1
594 320000 0 -1
595 320000 0 -1
596 320000 0 -1
597 320000 0 -1
598 320000 0 -1
599 320000 0 -1
600 320000 0 -1
601 320000 0 -1
602 320000 0 -1
603 320000 0 -1
604 320000 0 -1
605 320000 0 -1
606 330000 0 -1
607 330000 0 -1
608 330000 0 -1
609 330000 0 -1
610 330000 0 -1
611 330000 0 -1
612 330000 0 -1
613 330000 0 -1
614 330000 0 -1
615 330000 0 -1
616 330000 0 -1
617 330000 0 -1
618 330000 0 -1
619 330000 0 -1
620 330000 0 -1
621 330000 0 -1
622 330000 0 -1
623 330000 0 -1
624 340000 0 -1
625 340000 0 -1
626 340000 0 -1
627 340000 0 -1
628 340000 0 -1
629 340000 0 -1
630 340000 0.02 -0.9
631 340000 0.04 -0.8
632 340000 0.06 -0.7
633 340000 0.08 -0.6
634 340000 0.1 -0.5
635 340000 0.08 -0.4
636 340000 0.1 -0.3
637 340000 0.12 -0.2
638 340000 0.14 -0.1
639 340000 0.16 -1.38778e-16
640 340000 0.18 0
641 340000 0.2 0
642 340000 0.2 0
643 340000 0.2 0
644 340000 0.2 0
645 340000 0.2 0
646 340000 0.2 0
647 340000 0.2 0
648 340000 0.2 0
649 340000 0.2 0
650 340000 0.2 0
651 340000 0.2 0
652 340000 0.2 0
653 340000 0.2 0
654 340000 0.2 0
655 340000 0.2 0
656 340000 0.2 0
657 340000 0.18 -0.1
658 340000 0.16 -0.2
659 340000 0.14 -0.3
660 340000 0.12 -0.4
661 340000 0.1 -0.5
662 340000 0.08 -0.4
663 340000 0.06 -0.3
664 340000 0.04 -0.2
665 340000 0.02 -0.1
666 350000 0.04 -2.77556e-17
667 350000 0.06 0
668 350000 0.08 0
669 350000 0.1 0
670 350000 0.12 0
671 350000 0.14 0
672 350000 0.16 0
673 350000 0.18 0
674 350000 0.2 0
675 350000 0.2 0
676 350000 0.2 0
677 350000 0.2 0
678 350000 0.2 0
679 350000 0.2 0
680 350000 0.2 0
681 350000 0.2 0
682 350000 0.2 0
683 350000 0.2 0
684 350000 0.2 0
685 350000 0.2 0
686 350000 0.2 0
687 350000 0.2 0
688 350000 0.2 0
689 350000 0.2 0
690 350000 0.2 0
691 350000 0.2 0
692 350000 0.2 0
693 360000 0.2 0
694 360000 0.2 0
695 360000 0.2 0
696 360000 0.2 0
697 360000 0.2 0
698 360000 0.2 0
699 360000 0.2 0
700 360000 0.2 0
701 370000 0.2 0
702 370000 0.2 0
703 370000 0.2 0
704 370000 0.2 0
705 370000 0.2 0
706 370000 0.2 0
707 370000 0.2 0
708 370000 0.2 0
709 370000 0.2 0
710 370000 0.2 0
711 370000 0.2 0
712 370000 0.2 0
713 370000 0.2 0
714 370000 0.2 0
715 370000 0.2 0
716 370000 0.2 0
717 370000 0.2 0
718 370000 0.2 0
719 370000 0.2 0
720 370000 0.2 0
721 370000 0.2 0
722 370000 0.2 0
723 370000 0.2 0
724 380000 0.2 0
725 380000 0.2 0
726 380000 0.2 0
727 380000 0.2 0
728 380000 0.2 0
729 380000 0.2 0
730 380000 0.2 0
731 380000 0.2 0
732 380000 0.2 0
733 380000 0.2 0
734 380000 0.2 0
735 380000 0.2 0
736 380000 0.2 0
737 380000 0.2 0
738 380000 0.2 0
739 380000 0.2 0
740 380000 0.2 0
741 380000 0.2 0
742 380000 0.2 0
743 380000 0.2 0
744 380000 0.2 0
745 380000 0.2 0
746 380000 0.2 0
747 380000 0.2 0
748 380000 0.2 0
749 380000 0.2 0
750 380000 0.2 0
751 380000 0.2 0
752 380000 0.2 0
753 380000 0.2 0
754 380000 0.2 0
755 380000 0.2 0
756 380000 0.2 0
757 380000 0.2 0
758 380000 0.2 0
759 380000 0.2 0
760 380000 0.2 0
761 380000 0.2 0
762 380000 0.2 0
763 390000 0.2 0
764 390000 0.2 0
765 390000 0.2 0
766 390000 0.2 0
767 390000 0.2 0
768 390000 0.2 0
769 390000 0.2 0
770 390000 0.2 0
771 390000 0.2 0
772 390000 0.2 0
773 390000 0.2 0
774 390000 0.2 0
775 390000 0.2 0
776 390000 0.2 0
777 390000 0.2 0
778 390000 0.2 0
779 390000 0.2 0
780 390000 0.2 0
781 390000 0.2 0
782 390000 0.2 0
783 390000 0.2 0
784 390000 0.2 0
785 390000 0.2 0
786 390000 0.2 0
787 390000 0.2 0
788 390000 0.2 0
789 390000 0.2 0
790 400000 0.2 0
791 400000 0.2 0
792 400000 0.2 0
793 400000 0.2 0
794 400000 0.2 0
795 400000 0.2 0
796 400000 0.2 0
797 400000 0.2 0
798 400000 0.2 0
799 400000 0.2 0
800 400000 0.2 0
801 400000 0.2 0
802 400000 0.2 0
803 400000 0.2 0
804 400000 0.2 0
805 400000 0.2 0
806 400000 0.2 0
807 400000 0.2 0
808 400000 0.2 0
809 400000 0.2 0
810 400000 0.2 0
811 400000 0.2 0
812 400000 0.2 0
813 400000 0.2 0
814 400000 0.2 0
815 400000 0.2 0
816 400000 0.2 0
817 400000 0.2 0
818 400000 0.2 0
819 400000 0.2 0
820 400000 0.2 0
821 400000 0.2 0
822 400000 0.2 0
823 400000 0.2 0
824 400000 0.2 0
825 400000 0.2 0
826 400000 0.2 0
827 400000 0.2 0
828 400000 0.2 0
829 400000 0.2 0
830 400000 0.2 0
831 400000 0.2 0
832 400000 0.2 0
833 400000 0.2 0
834 400000 0.2 0
835 400000 0.2 0
836 400000 0.2 0
837 400000 0.2 0
838 400000 0.2 0
839 400000 0.2 0
840 400000 0.2 0
841 400000 0.2 0
842 400000 0.2 0
843 400000 0.2 0
844 410000 0.2 0
845 410000 0.2 0
846 410000 0.2 0
847 410000 0.2 0
848 410000 0.2 0
849 410000 0.2 0
850 410000 0.2 0
851 410000 0.2 0
852 410000 0.2 0
853 410000 0.2 0
854 410000 0.2 0
855 410000 0.2 0
856 410000 0.2 0
857 410000 0.2 0
858 410000 0.2 0
859 410000 0.2 0
860 410000 0.2 0
861 410000 0.2 0
862 410000 0.2 0
863 410000 0.2 0
864 420000 0.2 0
865 420000 0.2 0
866 420000 0.2 0
867 420000 0.2 0
868 420000 0.2 0
869 420000 0.2 0
870 420000 0.2 0
871 420000 0.2 0
872 420000 0.2 0
873 420000 0.2 0
874 420000 0.2 0
875 420000 0.2 0
876 420000 0.2 0
877 420000 0.2 0
878 420000 0.2 0
879 420000 0.2 0
880 420000 0 0
881 430000 0 0
882 430000 0 0
883 430000 0 0
884 430000 0 0
885 430000 0 0
886 430000 0 0
887 430000 0 0
888 430000 0 0
889 430000 0 0
890 430000 0 0
891 430000 0 0
892 430000 0 0
893 430000 0 0
894 430000 0 0
895 430000 0 0
896 430000 0 0
897 430000 0 0
898 430000 0 0
899 430000 0 0
900 430000 0 0
901 430000 0 0
902 430000 0 0
903 430000 0 0
904 430000 0 0
905 430000 0 0
906 430000 0 0
907 430000 0 0
908 430000 0 0
909 430000 0 0
910 430000 0 0
911 430000 0 0
912 430000 0 0
913 430000 0 0
914 430000 0 0
915 440000 0 0
916 440000 0 0
917 440000 0 0
918 440000 0 0
919 440000 0 0
920 440000 0 0
921 440000 0 0
922 440000 0 0
923 440000 0 0
924 440000 0 0
925 440000 0 0
926 440000 0 0
927 440000 0 0
928 440000 0 0
929 440000 0 0
930 440000 0 0
931 440000 0 0
932 440000 0 0
933 440000 0 0
934 440000 0 0
935 440000 0 0
936 440000 0 0
937 440000 0 0
938 440000 0 0
939 450000 0 0
940 450000 0 0
941 450000 0 0
942 450000 0 0
943 450000 0 0
944 450000 0 0
945 450000 0 0
946 450000 0 0
947 450000 0 0
948 450000 0 0
949 450000 0 0
950 450000 0 0
951 450000 0 0
952 450000 0 0
953 450000 0 0
954 450000 0 0
955 450000 0 0
956 450000 0 0
957 450000 0 0
958 450000 0 0
959 450000 0 0
960 450000 0 0
961 460000 0 0
962 460000 0 0
963 460000 0 0
964 460000 0 0
965 460000 0 0
966 460000 0 0
967 460000 0 0
968 460000 0 0
969 460000 0 0
970 460000 0 0
971 460000 0 0
972 460000 0 0
973 460000 0 0
974 460000 0 0
975 460000 0 0
976 460000 0 0
977 470000 0 0
978 470000 0 0
979 470000 0 0
980 470000 0 0
981 470000 0 0
982 470000 0 0
983 480000 0 0
984 480000 0 0
985 480000 0 0
986 480000 0 0
987 480000 0 0
988 480000 0 0
989 480000 0 0
990 480000 0 0
991 480000 0 0
992 480000 0 0
993 480000 0 0
994 480000 0 0
995 480000 0 0
996 480000 0 0
997 480000 0 0
998 480000 0 0
999 480000 0 0
1000 480000 0 0
1001 480000 0 0
1002 480000 0 0
1003 480000 0 0
1004 480000 0 0
1005 480000 0 0
1006 480000 0 0
1007 480000 0 0
1008 480000 0 0
1009 480000 0 0
1010 480000 0 0
1011 480000 0 0
1012 480000 0 0
1013 480000 0 0
1014 480000 0 0
1015 480000 0 0
1016 480000 0 0
1017 480000 0 0
1018 480000 0 0
1019 480000 0 0
1020 480000 0 0
1021 480000 0 0
1022 490000 0 0
1023 490000 0 0
1024 490000 0 0
1025 490000 0 0
1026 490000 0 0
1027 490000 0 0
1028 490000 0 0
1029 490000 0 0
1030 490000 0 0
1031 490000 0 0
1032 490000 0 0
1033 490000 0 0
1034 500000 0 0
1035 500000 0 0
1036 500000 0 0
1037 500000 0 0
1038 500000 0 0
1039 500000 0 0
1040 500000 0 0
1041 500000 0 0
1042 500000 0 0
1043 500000 0 0
1044 500000 0 0
1045 500000 0 0
1046 500000 0 0
1047 500000 0 0
1048 500000 0 0
1049 500000 0 0
1050 500000 0 0
1051 500000 0 0
1052 500000 0 0
1053 500000 0 0
1054 500000 0 0
1055 500000 0 0
1056 500000 0 0
1057 500000 0 0
1058 500000 0 0
1059 500000 0 0
1060 500000 0 0
1061 500000 0 0
1062 500000 0 0
1063 500000 0 0
1064 500000 0 0
1065 500000 0 0
1066 510000 0 0
1067 510000 0 0
1068 510000 0 0
1069 510000 0 0
1070 510000 0 0
1071 510000 0 0
1072 510000 0 0
1073 510000 0 0
1074 510000 0 0
1075 510000 0 0
1076 510000 0 0
1077 510000 0 0
1078 510000 0 0
1079 510000 0 0
1080 510000 0 0
1081 510000 0 0
1082 510000 0 0
1083 520000 0 0
1084 520000 0 0
1085 520000 0 0
1086 520000 0 0
1087 520000 0 0
1088 520000 0 0
1089 520000 0 0
1090 520000 0 0
1091 520000 0 0
1092 520000 0 0
1093 520000 0 0
1094 520000 0 0
1095 520000 0 0
1096 520000 0 0
1097 520000 0 0
1098 520000 0 0
1099 520000 0 0
1100 520000 0 0
1101 520000 0 0
1102 520000 0 0
1103 520000 0 0
1104 520000 0 0
1105 520000 0 0
1106 530000 0 0
1107 530000 0 0
1108 530000 0 0
1109 530000 0 0
1110 530000 0 0
1111 530000 0 0
1112 530000 0 0
1113 530000 0 0
1114 530000 0 0
1115 530000 0 0
1116 530000 0 0
1117 530000 0 0
1118 530000 0 0
1119 530000 0 0
1120 530000 0 0
1121 530000 0 0
1122 530000 0 0
1123 530000 0 0
1124 530000 0 0
1125 530000 0 0
1126 530000 0 0
1127 530000 0 0
1128 540000 0 0
1129 540000 0 0
1130 540000 0 0
1131 540000 0 0
1132 540000 0 0
1133 540000 0 0
1134 540000 0 0
1135 550000 0 0
1136 550000 0 0
1137 550000 0 0
1138 550000 0 0
1139 550000 0 0
1140 550000 0 0
1141 550000 0 0
1142 550000 0 0
1143 550000 0 0
1144 550000 0 0
1145 550000 0 0
1146 550000 0 0
1147 550000 0 0
1148 550000 0 0
1149 550000 0 0
1150 550000 0 0
1151 550000 0 0
1152 550000 0 0
1153 550000 0 0
1154 550000 0 0
1155 550000 0 0
1156 550000 0 0
1157 550000 0 0
1158 550000 0 0
1159 550000 0 0
1160 550000 0 0
1161 550000 0 0
1162 550000 0 0
1163 550000 0 0
1164 550000 0 0
1165 550000 0 0
1166 550000 0 0
1167 550000 0 0
1168 550000 0 0
1169 550000 0 0
1170 550000 0 0
1171 550000 0 0
1172 550000 0 0
1173 560000 0 0
1174 560000 0 0
1175 560000 0 0
1176 560000 0 0
1177 560000 0 0
1178 560000 0 0
1179 560000 0 0
1180 570000 0 0
1181 570000 0 0
1182 570000 0 0
1183 570000 0 0
1184 570000 0 0
1185 570000 0 0
1186 570000 0 0
1187 570000 0 0
1188 570000 0 0
1189 570000 0 0
1190 570000 0 0
1191 570000 0 0
1192 570000 0 0
1193 570000 0 0
1194 570000 0 0
1195 570000 0 0
1196 570000 0 0
1197 570000 0 0
1198 570000 0 0
1199 570000 0 0
1200 570000 0 0
1201 570000 0 0
1202 570000 0 0
1203 570000 0 0
1204 570000 0 0
1205 570000 0 0
1206 570000 0 0
1207 570000 0 0
1208 570000 0 0
1209 570000 0 0
1210 580000 0 0
1211 580000 0 0
1212 580000 0 0
1213 580000 0 0
1214 580000 0 0
1215 580000 0 0
1216 580000 0 0
1217 580000 0 0
1218 580000 0 0
1219 580000 0 0
1220 580000 0 0
1221 580000 0 0
1222 580000 0 0
1223 580000 0 0
1224 580000 0 0
1225 580000 0 0
1226 580000 0 0
1227 580000 0 0
1228 580000 0 0
1229 580000 0 0
1230 580000 0 0
1231 580000 0 0
1232 580000 0 0
1233 580000 0 0
1234 590000 0 0
1235 590000 0 0
1236 590000 0 0
1237 590000 0 0
1238 590000 0 0
1239 590000 0 0
1240 590000 0 0
1241 590000 0 0
1242 590000 0 0
1243 590000 0 0
1244 590000 0 0
1245 590000 0 0
1246 590000 0 0
1247 590000 0 0
1248 590000 0 0
1249 590000 0 0
1250 590000 0 0
1251 590000 0 0
1252 590000 0 0
1253 590000 0 0
1254 590000 0 0
1255 590000 0 0
1256 590000 0 0
1257 600000 0 0
1258 600000 0 0
1259 600000 0 0
1260 600000 0 0
1261 600000 0 0
1262 600000 0 0
1263 600000 0 0
1264 600000 0 0
1265 600000 0 0
1266 600000 0 0
1267 610000 0 0
1268 610000 0 0
1269 610000 0 0
1270 610000 0 0
1271 610000 0 0
1272 610000 0 0
1273 610000 0 0
1274 610000 0 0
1275 610000 0 0
1276 610000 0 0
1277 610000 0 0
1278 610000 0 0
1279 610000 0 0
1280 610000 0 0
1281 610000 0 0.1
1282 610000 0 0.2
1283 610000 0 0.3
1284 610000 0 0
1285 610000 0 0
1286 610000 0 0
1287 610000 0 0
1288 610000 0 0
1289 610000 0 0
1290 610000 0 0
1291 610000 0 0
1292 610000 0 0
1293 610000 0 0
1294 610000 0 0
1295 610000 0 0
1296 610000 0 0
1297 610000 0 0
1298 610000 0 0
1299 620000 0 0
1300 620000 0 0
1301 620000 0 0
1302 620000 0 0
1303 620000 0 0
1304 620000 0 0
1305 620000 0 0
1306 620000 0 0
1307 620000 0 0
1308 620000 0 0
1309 620000 0 0
1310 620000 0 0.1
1311 620000 0 0.2
1312 620000 0 0.3
1313 620000 0 0.4
1314 620000 0 0.5
1315 620000 0 0.4
1316 620000 0 0.5
1317 620000 0 0.6
1318 620000 0 0.7
1319 620000 0 0.8
1320 620000 0 0.9
1321 620000 0 1
1322 620000 0 1
1323 620000 0 1
1324 620000 0 1
1325 620000 0 1
1326 620000 0 1
1327 620000 0 1
1328 620000 0 1
1329 620000 0 1
1330 620000 0 1
1331 620000 0 1
1332 620000 0 1
1333 620000 0 1
1334 620000 0 1
1335 620000 0 1
1336 630000 0 1
1337 630000 0 1
1338 630000 0 1
1339 630000 0 1
1340 630000 0 1
1341 630000 0 1
1342 630000 0 1
1343 630000 0 1
1344 630000 0 1
1345 630000 0 1
1346 630000 0 1
1347 630000 0 1
1348 630000 0 1
1349 630000 0 1
1350 630000 0 1
1351 630000 0 1
1352 630000 0 1
1353 630000 0 1
1354 630000 0 1
1355 640000 0 1
1356 640000 0 1
1357 640000 0 1
1358 640000 0 1
1359 640000 0 1
1360 640000 0 1
1361 640000 0 1
1362 640000 0 1
1363 640000 0 1
1364 640000 0 1
1365 640000 0 1
1366 640000 0 1
1367 640000 0 1
1368 640000 0 1
1369 640000 0 1
1370 640000 0 1
1371 640000 0 1
1372 640000 0 1
1373 640000 0 1
1374 640000 0 1
1375 640000 0 1
1376 640000 0 1
1377 640000 0 1
1378 640000 0 1
1379 640000 0 1
1380 640000 0 1
1381 640000 0 1
1382 640000 0 1
1383 640000 0 1
1384 640000 0 1
1385 640000 0 1
1386 640000 0 1
1387 650000 0 1
1388 650000 0 1
1389 650000 0 1
1390 650000 0 1
